Company/Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount($),Stage
Glamplus,2020,Bangalore,Technology,India's #1 SaaS based Salon experience Software,Divyanshu Singh,Inflection Point Ventures,200000.0,Pre-Series
Tekie,2017,Gurugram,Education,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.","Anand Verma, Naman Mukund","GSV, Multiply Ventures",1500000.0,Seed
Asirvad Microfinance,2007,Chennai,Finance,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,Raja Vaidyanathan,"WorldBusiness Capital, Northern Arc",15000000.0,Unknown
Avalon Labs,2017,Bangalore,Finance,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital",3500000.0,Pre-Series
Betterhalf.ai,2016,Bangalore,Services,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan",3000000.0,Pre-Series
Koo,2020,Bangalore,Media & Entertainment,Koo App operates as a microblogging app.,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant",30000000.0,Series B
Rezo.ai,2017,Noida,Technology,Conversational AI platform - Innovate the way you communicate,"Manish Gupta, Rashi Gupta","Devesh Sachdev, Bhavesh Manglani",3500000.0,Seed
Mentoria,2015,Mumbai,Education,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra",200000.0,Pre-Series
Cuvette Tech,2020,Bangalore,Human Resources,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya",1800000.0,Seed
Clensta,2016,New Delhi,Healthcare,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,Puneet Gupta,"IAN Fund, World Startup Factory",600000.0,Unknown
FarMart,2015,Gurugram,Agriculture,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital",24000000.0,Pre-Series
Kodo Card,2019,Mumbai,Finance,Kodo card is a corporate card for new economy businesses in India.,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",8000000.0,Seed
Polygon,2017,Mumbai,Finance,Polygon is a blockchain scalability platform.,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun","Mark Cuban, MiH Ventures",3500000.0,Unknown
Get My Parking,2015,New Delhi,Transportation & Logistics,"Get My Parking, is a B2B Platform-as-a-Service company.","Chirag Jain, Rasik Pansare","IvyCap Ventures, IAN Fund",6000000.0,Unknown
Cellestial,2019,Hyderabad,Retail,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,Siddhartha Durairajan,"Gurj Aujla, Ashik K",500000.0,Pre-Series
FanCode,2019,Mumbai,Sports,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",Yannick Colaco,Dream Sports,50000000.0,Unknown
Jai Kisan,2017,Mumbai,Finance,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures",30000000.0,Series A
Plum,2019,Bangalore,Healthcare,High quality health insurance and health benefits,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre",15000000.0,Series A
ThatMate,2019,Satara,Healthcare,ThatMate is a sexual and mental wellness app for teens.,Nishant Neeraj,"Supriya Kumari, Premanshu Singh",140000.0,Unknown
Klassroom,2016,Mumbai,Education,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,Alka Javeri,ah! Ventures,200000.0,Pre-Series
Convin,2019,Bangalore,Technology,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",300000.0,Pre-Seed
Mensa Brands,2021,Bangalore,Lifestyle,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",50000000.0,Series A
Disruptium,2021,Ahmadabad,Services,A consultancy platform for startups,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta,200000.0,Unknown
MedTel Healthcare,2017,Orissia,Healthcare,An aggregator for Digital Health Clinics in low resource settings.,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",Inflection Point Ventures,5000000.0,Pre-Series
Pickright Technologies,2019,Bangalore,Finance,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav",200000.0,Unknown
Ingenium,2018,New Delhi,Education,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels,3500000.0,Seed
BharatPe,2018,New Delhi,Finance,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants","Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",6000000.0,Debt Financing
RuleZero,2019,Bangalore,Technology,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",1000000.0,Seed
Rubix Data Sciences,2018,Mumbai,Technology,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",Mohan Ramaswamy,Inflection Point Ventures,800000.0,Seed
Locobuzz,2011,Mumbai,Technology,LocoBuzz is an analytics-based integrated marketing platform.,Vishal Agrawal,Yuj Ventures,4000000.0,Series A
We Founder Circle,2020,Mumbai,Finance,"A global platform of founders for founders offering investment, network and business opportunities.",Neeraj Tyagi,Geekster,2000000.0,Pre-Seed
Haqdarshak,2015,Jaipur,Finance,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures",800000.0,Pre-Series
Celcius,2020,Mumbai,Transportation & Logistics,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures,3500000.0,Seed
Enthu.ai,2020,Chandigarh,Technology,Enthu.AI operates as a conversation intelligence startup.,"Tushar Jain, Vishal Verma",Appit Simple Infotek,200000.0,Unknown
Myelin Foundry,2019,Bangalore,Technology,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices","Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures,1000000.0,Pre-Series
SuperOps.ai,2020,Chennai,Technology,SuperOps.ai is an early stage startup in the MSP space.,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital",3000000.0,Seed
6Degree,2014,Mumbai,Retail,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, SucSEED Venture Partners",1000000.0,Unknown
Teachmint,2020,Bangalore,Education,Teachmint is an online learning platform that focuses on tutor-student connectivity.,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures",16500000.0,Series A
Sarathi,2020,Jodhpur,Healthcare,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Aditi Poyam,Inflection Point Ventures,100000.0,Seed
Jidoka Technologies,2018,Chennai,Technology,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Sekar Udayamurthy,Inflection Point Ventures,340000.0,Seed
Rapido,2015,Bangalore,Transportation & Logistics,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners",43000000.0,Series C
BYJU'S,2011,Bangalore,Education,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",150000000.0,Unknown
ElasticRun,2015,Pune,E-commerce,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital",75000000.0,Later Stage
Avail Finance,2017,Bangalore,Finance,Avail is a mobile-first platform aiming to financially include the urban mass of India.,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India",3000000.0,Debt Financing
Nivesh,2016,Noida,Finance,Nivesh.com is a mass market mutual funds investment platform.,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",1600000.0,Pre-Series
Thingsup,2020,Pune,Technology,Thingsup is an Enterprise Grade IoT Platform.,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator,1000000.0,Unknown
Arthya Wealth and Investments,2020,Mumbai,Finance,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna",1000000.0,Pre-Series
Zepto,2021,Mumbai,E-commerce,Grocery delivery startup,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator",60000000.0,Unknown
Fi,2019,Bangalore,Finance,Fi is a neo bank.,Sumit Gwalani,"Capital Group, Falcon Edge",50000000.0,Series B
Kiko Live,2020,Gurugram,Retail,Video-based social commerce startup,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra",1000000.0,Pre-Series
TurboHire,2019,Hyderabad,Technology,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",Deepak Agrawal,"Arcilla, Samir Khosla",3500000.0,Unknown
The Hosteller,2015,Mumbai,Hospitality,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",1000000.0,Pre-Series
SatSure,2017,Bangalore,Technology,SatSure is an innovative decision analytics company,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring PE India,3500000.0,Unknown
Ruptok Fintech,2020,New Delhi,Finance,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Ankur Gupta,Manuvel Malabar Jewellers,2000000.0,Pre-Series
VilCart,2017,Bangalore,Retail,Vilcart's motto is sustainable rural development through stability for rural retailers.,Prasanna Kumar,Nabventures,2000000.0,Unknown
Dogsee Chew,2015,Bangalore,Food & Beverages,100% Natural Dog Treats.,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures,7000000.0,Pre-Series
Advantage Club,2014,Gurugram,Human Resources,Advantage Club is India's largest employee engagement platform.,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",3300000.0,Pre-Series
TRDR,2020,Bangalore,Finance,TRDR is an all-new approach to investing.,Ricky Jacob,"Kunal Shah, Snehal Fulzele",150000.0,Unknown
Zoomcar,2012,Bangalore,Transportation & Logistics,Zoomcar holds the distinction of being India’s first personal mobility platform,Greg Moran,SternAegis Ventures,92000000.0,Unknown
Leap India,2013,Mumbai,Transportation & Logistics,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",Anurag Malempati,CDC Group,10000000.0,Unknown
SuperBottoms,2015,Mumbai,Retail,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,Pallavi Utagi,Alteria Capital,400000.0,Unknown
Cora Health,2020,Bangalore,Healthcare,Social commerce marketplace for everyday health and wellness.,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network,600000.0,Seed
Battery Smart,2019,New Delhi,Energy,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures",7000000.0,Pre-Series
The Good Glamm Group,2021,Pune,Technology,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures",150000000.0,Later Stage
Mosaic Wellness,2019,Mumbai,Healthcare,A platform of digital first health clinics for men and women,Dhyanesh Shah,Sequoia,24000000.0,Series A
CloudFiles,2020,Bangalore,Technology,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.","Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital,300000.0,Pre-Seed
The Viral Fever,2012,Mumbai,Media & Entertainment,India's leading digital entertainment network.,Arunabh Kumar,BlackSoil,2000000.0,Unknown
Xpand,2021,New Delhi,Retail,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",1500000.0,Pre-Series
Troo Good,2018,Hyderabad,E-commerce,An FMCG company selling nutritious products at an affordable price points.,Raju Bhupati,OAKS Asset Management,7000000.0,Series A
Prodo,2021,New Delhi,Retail,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.","Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture",300000.0,Pre-Seed
Unnati,2019,Noida,Finance,Fintech powered digital agri ecosystem,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios",7000000.0,Series A
Lysto,2021,Bangalore,Media & Entertainment,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",Sadiq Ahamed,BEENEXT,3000000.0,Seed
